Titel;Frage;Ebene;Metabereichtyp;Bereichtyp;Raumtyp;Objektklasse;Objekttyp;Antworttyp;Antwortoptionen;Standard Antwort;Einheit;Bedingung;Pflicht;Foto_Pflicht;HilfeText;Kluster;Reihenfolge;Activ;Fragekatalog;Autor;Version;Änderungsdatum;Min_LOD;Zielgruppe;Fototyp;HilfeMedien;Objektart
Aperturflaeche;Aperturfläche des Feldes (m²)?;Objekt;;;;Solarkollektoren;Röhrenkollektor;Zahl;;;m²;immer;Nein;Nein;Falls bekannt/aus Datenblatt.;Geometrie & Maße (Dimensionen);10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
Anzahl_Roehren;Anzahl Röhren je Kollektor?;Objekt;;;;Solarkollektoren;Röhrenkollektor;Zahl;;;-;immer;Nein;Nein;Röhren zählen.;Geometrie & Maße (Dimensionen);20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
Anzahl_Kollektoren;Anzahl Kollektoren im Feld?;Objekt;;;;Solarkollektoren;Röhrenkollektor;Zahl;;;-;immer;Nein;Nein;;Geometrie & Maße (Dimensionen);30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
Ausrichtung;Ausrichtung (Himmelsrichtung)?;Objekt;;;;Solarkollektoren;Röhrenkollektor;Einzelauswahl;"Süd;Südost;Südwest;Ost;West;Nord;weiß nicht";;-;immer;Ja;Nein;Nach welcher Himmelsrichtung die Kollektoren zeigen.;Geometrie & Maße (Dimensionen);50;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
Azimut_Grad;Azimut in ° (0 = Süd, falls bekannt)?;Objekt;;;;Solarkollektoren;Röhrenkollektor;Zahl;;;°;immer;Nein;Nein;Genauer Wert für die Ertragsberechnung (−90 Ost … +90 West).;Geometrie & Maße (Dimensionen);60;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Objekt
Neigung;Neigung/Anstellwinkel (°)?;Objekt;;;;Solarkollektoren;Röhrenkollektor;Zahl;;;°;immer;Nein;Nein;0 = waagerecht, 90 = senkrecht. Bei Aufdach = Dachneigung.;Geometrie & Maße (Dimensionen);70;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
Schaeden;Sichtbare Schäden? (Mehrfachauswahl);Objekt;;;;Solarkollektoren;Röhrenkollektor;Mehrfachauswahl;"keine;Glasbruch;Kondensat in Röhren;Verschmutzung;weiß nicht";;-;immer;Nein;Nein;Kondensat in einer Röhre deutet auf Vakuumverlust.;Schäden / Mangel;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
Foto_Uebersicht;Übersichtsfoto des Kollektorfeldes;Objekt;;;;Solarkollektoren;Röhrenkollektor;Foto-Upload;;;-;immer;Nein;Ja;Ganzes Feld inkl. Ausrichtung/Umgebung.;Dokumentation / Foto;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
Bauform;Bauform der Solarstation?;Objekt;;;;Solarstation;Solarstation;Einzelauswahl;"Kompaktstation (VL+RL);Einzelkomponenten;weiß nicht";;-;immer;Ja;Nein;;Solar;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
Glykol_Art;Wärmeträger-/Frostschutzmittel im Solarkreis?;Objekt;;;;Solarstation;Solarstation;Einzelauswahl;"Propylenglykol;Ethylenglykol;Fertiggemisch (z. B. Tyfocor);weiß nicht";;-;immer;Ja;Nein;Das Medium im gesamten Solarkreis – hier einmal erfassen.;Solar;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
Glykol_Frostschutz;Frostschutz bis (°C)?;Objekt;;;;Solarstation;Solarstation;Zahl;;;°C;immer;Nein;Nein;"Mit Refraktometer messbar; bestimmt den Glykolanteil.";Solar;30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Objekt
Glykol_Gehalt;Glykolgehalt (%), falls bekannt?;Objekt;;;;Solarstation;Solarstation;Zahl;;;%;immer;Nein;Nein;;Solar;40;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Objekt
Betriebsdruck;Betriebsdruck am Manometer (bar)?;Objekt;;;;Solarstation;Solarstation;Zahl;;;bar;immer;Nein;Nein;Aktueller Anlagendruck.;Solar;50;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
Durchfluss;Durchfluss am Tacosetter (l/min)?;Objekt;;;;Solarstation;Solarstation;Zahl;;;l/min;immer;Nein;Nein;Aktuelle Anzeige des Durchflussmessers.;Solar;60;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Objekt
Pumpe_integriert;Ist die Solarpumpe in der Station integriert?;Objekt;;;;Solarstation;Solarstation;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Nein;Nein;"Bei „Ja"" als Sub-Objekt Pumpe erfassen.";Struktur & Verknüpfung;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
Regelung_integriert;Solarregler integriert/vorhanden?;Objekt;;;;Solarstation;Solarstation;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Nein;Nein;;Solar;70;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
Schaeden;Sichtbare Schäden? (Mehrfachauswahl);Objekt;;;;Solarstation;Solarstation;Mehrfachauswahl;"keine;Undichtigkeit/Feuchte;Korrosion;Fehlermeldung am Regler;weiß nicht";;-;immer;Nein;Nein;;Schäden / Mangel;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
Foto_Uebersicht;Übersichtsfoto der Solarstation;Objekt;;;;Solarstation;Solarstation;Foto-Upload;;;-;immer;Nein;Ja;Station inkl. Pumpe, Sicherheitsgruppe und Anzeigen.;Dokumentation / Foto;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
Foto_Anzeige;Foto der Anzeigen (Druck/Durchfluss/Regler);Objekt;;;;Solarstation;Solarstation;Foto-Upload;;;-;immer;Nein;Nein;Manometer, Tacosetter und Reglerdisplay ablichten.;Dokumentation / Foto;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Laie;Detail;;Objekt
Montageart;Wie ist die EE-Fläche montiert?;Bereich;;Erneuerbare Energien;;;;Einzelauswahl;"Aufdach (Schrägdach);Indach;Flachdach;Fassade;Freiland;weiß nicht";;-;immer;Ja;Nein;Gilt für die ganze EE-Fläche (Solar und PV). Die genaue Ausrichtung/Aufständerung wird am einzelnen Modul erfasst.;Geometrie & Maße (Dimensionen);10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;
Verschattung;Verschattung der Fläche?;Bereich;;Erneuerbare Energien;;;;Einzelauswahl;"keine;teilweise (morgens/abends);stark;weiß nicht";;-;immer;Nein;Nein;Bäume, Nachbargebäude, Aufbauten.;Nutzung & Betrieb;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;
Nennweite;Nennweite der Leitung?;Objekt;;;;Abwasserinstallation;Sammelleitung (liegend);Einzelauswahl;"DN40;DN50;DN70;DN100;DN125;DN150;weiß nicht";;-;immer;Ja;Nein;;Geometrie & Maße (Dimensionen);10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
Laenge;Länge der Leitung in diesem Raum (m)?;Objekt;;;;Abwasserinstallation;Sammelleitung (liegend);Zahl;;;m;immer;Ja;Nein;;Geometrie & Maße (Dimensionen);20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
Gefaelle;Gefälle der Leitung (%)?;Objekt;;;;Abwasserinstallation;Sammelleitung (liegend);Zahl;;;%;immer;Nein;Nein;Neigung in Fließrichtung. Norm meist 0,5–2 %. Mit Wasserwaage/Gefällemesser schätzbar.;Geometrie & Maße (Dimensionen);30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Objekt
Material;Rohrmaterial?;Objekt;;;;Abwasserinstallation;Sammelleitung (liegend);Einzelauswahl;"PVC/HT (Kunststoff);SML-Guss;Steinzeug;PE;weiß nicht";;-;immer;Ja;Nein;;Sanitär;40;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
Verlegeart;Wie ist die Leitung verlegt?;Objekt;;;;Abwasserinstallation;Sammelleitung (liegend);Einzelauswahl;"freiliegend;in Vorwand/Schacht;im Boden/Estrich;erdverlegt;abgehängt (Decke);weiß nicht";;-;immer;Ja;Nein;;Sanitär;50;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
Schallschutz;Ist die Leitung schallgedämmt/ummantelt?;Objekt;;;;Abwasserinstallation;Sammelleitung (liegend);Einzelauswahl;"ja;teilweise;nein;weiß nicht";;-;immer;Nein;Nein;"Bei „ja"" folgt die Dämmung-Erfassung.";Bauphysik – Hülle;60;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
Schaeden;Sichtbare Schäden? (Mehrfachauswahl);Objekt;;;;Abwasserinstallation;Sammelleitung (liegend);Mehrfachauswahl;"keine;Undichtigkeit/Feuchtespuren;Verstopfungsspuren;Korrosion;Muffe locker;weiß nicht";;-;immer;Nein;Nein;;Schäden / Mangel;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
Foto_Uebersicht;Übersichtsfoto des Leitungsabschnitts;Objekt;;;;Abwasserinstallation;Sammelleitung (liegend);Foto-Upload;;;-;immer;Nein;Ja;Abschnitt inkl. Formstücke und Verlauf.;Dokumentation / Foto;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
Entwaesserung_Ziel;Wohin entwässert die Leitung?;Objekt;;;;Abwasserinstallation;Sammelleitung (liegend);Einzelauswahl;"Fallleitung;Grundleitung;andere Sammelleitung;Hebeanlage;weiß nicht";;-;immer;Nein;Nein;Verknüpfung im Strangschema.;Struktur & Verknüpfung;5;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
Raumwechsel;Verlässt die Leitung diesen Raum?;Objekt;;;;Abwasserinstallation;Sammelleitung (liegend);Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Ja;Nein;"Bei „Ja"" wird ein Folgeabschnitt angelegt.";Struktur & Verknüpfung;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
NeuerRaum;In welchen Raum führt die Leitung?;Objekt;;;;Abwasserinstallation;Sammelleitung (liegend);Einzelauswahl;(Raumliste);;-;«Raumwechsel» = Ja;Ja;Nein;;Struktur & Verknüpfung;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
Wanddurchbruch_flag;Führt die Leitung dabei durch einen Wanddurchbruch?;Objekt;;;;Abwasserinstallation;Sammelleitung (liegend);Ja/Nein;"Ja;Nein;weiß nicht";;-;«Raumwechsel» = Ja;Ja;Nein;"Nur bei echtem Wand-/Deckendurchbruch „Ja"" (nicht bei offenen Verschlägen).";Struktur & Verknüpfung;30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
FS_Art;Art des Formstücks?;Objekt;;;;Abwasserinstallation;Formstück/Anschlussstück;Einzelauswahl;"Bogen 45°;Bogen 87°;Abzweig 45°;Abzweig 87°;Reduzierung;Übergang/Muffe;Doppelabzweig;weiß nicht";;-;immer;Ja;Nein;;Sanitär;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Sub-Objekt
FS_Foto;Foto des Formstücks;Objekt;;;;Abwasserinstallation;Formstück/Anschlussstück;Foto-Upload;;;-;immer;Nein;Nein;;Dokumentation / Foto;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Laie;Detail;;Sub-Objekt
RO_Zugang;Zugänglichkeit der Reinigungsöffnung?;Objekt;;;;Abwasserinstallation;Reinigungsöffnung/Putzstück;Einzelauswahl;"frei zugänglich;hinter Revisionsklappe;verbaut;weiß nicht";;-;immer;Nein;Nein;;Sanitär;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Sub-Objekt
RO_Foto;Foto der Reinigungsöffnung;Objekt;;;;Abwasserinstallation;Reinigungsöffnung/Putzstück;Foto-Upload;;;-;immer;Nein;Nein;;Dokumentation / Foto;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Laie;Detail;;Sub-Objekt
Zaehlernummer;Zählernummer (falls lesbar)?;Objekt;;;;Gaszähler;Gaszähler;Text;;;-;immer;Nein;Nein;Auf dem Zähler aufgedruckt.;Allgemein / Identifikation;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
Zaehlerart;Bauart des Zählers?;Objekt;;;;Gaszähler;Gaszähler;Einzelauswahl;"Balgengaszähler;Drehkolbenzähler;Ultraschallzähler;weiß nicht";;-;immer;Nein;Nein;;Gas;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
Zaehlergroesse;Zählergröße?;Objekt;;;;Gaszähler;Gaszähler;Einzelauswahl;"G4;G6;G10;G16;>G16;weiß nicht";;-;immer;Nein;Nein;"Kennzeichnung wie „G4"" auf dem Zähler = max. Durchfluss.";Gas;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Objekt
Zaehlerstand;Aktueller Zählerstand (m³)?;Objekt;;;;Gaszähler;Gaszähler;Zahl;;;m³;immer;Nein;Nein;;Nutzung & Betrieb;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Laie;-;;Objekt
Eichdatum;Eichdatum/Baujahr (falls lesbar)?;Objekt;;;;Gaszähler;Gaszähler;Text;;;-;immer;Nein;Nein;Eichmarke am Zähler.;Allgemein / Identifikation;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
GS_Hahn_vorh;Hauptabsperrhahn (GS-Hahn) am Zähler vorhanden?;Objekt;;;;Gaszähler;Gaszähler;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Ja;Nein;Absperrhahn direkt vor/am Zähler.;Gas;30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
Stroemungswaechter_vorh;Gasströmungswächter vorhanden?;Objekt;;;;Gaszähler;Gaszähler;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Nein;Nein;Sicherheitsbauteil, das bei Leckage absperrt.;Gas;40;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Objekt
Regler_vorh;Gasdruckregler vorhanden?;Objekt;;;;Gaszähler;Gaszähler;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Nein;Nein;;Gas;50;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Objekt
Schaeden;Auffälligkeiten? (Mehrfachauswahl);Objekt;;;;Gaszähler;Gaszähler;Mehrfachauswahl;"keine;Korrosion;Gasgeruch (sofort melden!);lose Verschraubung;weiß nicht";;-;immer;Nein;Nein;Bei Gasgeruch: nichts schalten, lüften, Netzbetreiber/Feuerwehr informieren.;Schäden / Mangel;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
Foto_Uebersicht;Übersichtsfoto der Zähleranlage;Objekt;;;;Gaszähler;Gaszähler;Foto-Upload;;;-;immer;Nein;Ja;Zähler inkl. Absperrhahn und Anschlüsse.;Dokumentation / Foto;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
Foto_Zaehlerstand;Foto von Zählernummer und Stand;Objekt;;;;Gaszähler;Gaszähler;Foto-Upload;;;-;immer;Nein;Nein;Nummer und Zählwerk scharf.;Dokumentation / Foto;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Typenschild;;Objekt
Montageart;Bauart/Montage der Unterverteilung?;Objekt;;;;Elektroverteilung;Unterverteilung;Einzelauswahl;"Aufputz;Unterputz;Standschrank;weiß nicht";;-;immer;Ja;Nein;;Elektro;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
Sicherungsart;Welche Sicherungen sind verbaut?;Objekt;;;;Elektroverteilung;Unterverteilung;Einzelauswahl;"Leitungsschutzschalter (LS/Kipphebel);Schmelzsicherungen (Schraub/Keramik);gemischt;weiß nicht";;-;immer;Ja;Nein;Keramik-Schraubsicherungen deuten auf eine ältere Anlage.;Elektro;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
Anzahl_Stromkreise;Anzahl Stromkreise/Sicherungen?;Objekt;;;;Elektroverteilung;Unterverteilung;Zahl;;;-;immer;Nein;Nein;Grob zählen.;Elektro;30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
Anzahl_Reihen;Anzahl Reihen/Teilungseinheiten?;Objekt;;;;Elektroverteilung;Unterverteilung;Zahl;;;-;immer;Nein;Nein;;Geometrie & Maße (Dimensionen);10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Objekt
Hauptschalter_vorh;Hauptschalter vorhanden?;Objekt;;;;Elektroverteilung;Unterverteilung;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Nein;Nein;;Elektro;40;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
FI_vorh;Fehlerstromschutzschalter (FI/RCD) vorhanden?;Objekt;;;;Elektroverteilung;Unterverteilung;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Ja;Nein;"Schalter mit Prüftaste („Test""). Bei „Ja"" folgt die FI-Erfassung.";Elektro;50;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
Ueberspannungsschutz_vorh;Überspannungsschutz (SPD) vorhanden?;Objekt;;;;Elektroverteilung;Unterverteilung;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Nein;Nein;Meist mit Statusfenster (grün/rot).;Elektro;60;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Objekt
Beschriftung;Beschriftung der Stromkreise?;Objekt;;;;Elektroverteilung;Unterverteilung;Einzelauswahl;"vollständig;teilweise;keine;weiß nicht";;-;immer;Nein;Nein;;Elektro;70;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Laie;-;;Objekt
Baujahr;Baujahr/Alter der Verteilung (falls bekannt)?;Objekt;;;;Elektroverteilung;Unterverteilung;Jahr;;;-;immer;Nein;Nein;Schätzung genügt.;Allgemein / Identifikation;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
Schaeden;Auffälligkeiten? (Mehrfachauswahl);Objekt;;;;Elektroverteilung;Unterverteilung;Mehrfachauswahl;"keine;verschmort/Hitzespuren;lose Klemmen;Feuchte/Korrosion;fehlende Abdeckung;weiß nicht";;-;immer;Nein;Nein;Abdeckungen nicht entfernen – nur sichtbare Auffälligkeiten.;Schäden / Mangel;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
Foto_Uebersicht;Übersichtsfoto (geschlossen);Objekt;;;;Elektroverteilung;Unterverteilung;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
Foto_Innen;Foto der Sicherungen/Beschriftung (falls gefahrlos);Objekt;;;;Elektroverteilung;Unterverteilung;Foto-Upload;;;-;immer;Nein;Nein;Nur die Klappe öffnen, Abdeckung NICHT entfernen.;Dokumentation / Foto;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;Detail;;Objekt
RCD_Typ;FI-Typ?;Objekt;;;;Elektroverteilung;Fehlerstromschutzschalter (RCD/FI);Einzelauswahl;"Typ AC;Typ A;Typ B;Typ F;weiß nicht";;-;immer;Nein;Nein;Aufgedrucktes Symbol am FI.;Elektro;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
RCD_Bemessung;Bemessung (z. B. 40A / 30mA)?;Objekt;;;;Elektroverteilung;Fehlerstromschutzschalter (RCD/FI);Text;;;-;immer;Nein;Nein;;Elektro;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
RCD_Anzahl;Anzahl FI-Schalter?;Objekt;;;;Elektroverteilung;Fehlerstromschutzschalter (RCD/FI);Zahl;;;-;immer;Nein;Nein;;Elektro;30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Sub-Objekt
RCD_Foto;Foto der FI-Schalter;Objekt;;;;Elektroverteilung;Fehlerstromschutzschalter (RCD/FI);Foto-Upload;;;-;immer;Nein;Nein;;Dokumentation / Foto;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;Detail;;Sub-Objekt
LS_Charakteristik;Charakteristik der LS-Schalter?;Objekt;;;;Elektroverteilung;Leitungsschutzschalter (LS);Einzelauswahl;"B;C;gemischt;weiß nicht";;-;immer;Nein;Nein;Buchstabe vor der Amperezahl (z. B. B16).;Elektro;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
LS_Anzahl;Anzahl LS-Schalter?;Objekt;;;;Elektroverteilung;Leitungsschutzschalter (LS);Zahl;;;-;immer;Nein;Nein;;Elektro;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Sub-Objekt
SPD_Status;Statusanzeige des Überspannungsschutzes?;Objekt;;;;Elektroverteilung;Überspannungsschutz (SPD);Einzelauswahl;"grün/ok;rot/defekt;weiß nicht";;-;immer;Nein;Nein;;Elektro;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Sub-Objekt
SPD_Foto;Foto des Überspannungsschutzes;Objekt;;;;Elektroverteilung;Überspannungsschutz (SPD);Foto-Upload;;;-;immer;Nein;Nein;;Dokumentation / Foto;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;Detail;;Sub-Objekt
Nabenabstand;Nabenabstand/Bauhöhe (cm)?;Objekt;;;;Heizflächen – statisch;Gliederheizkörper;Zahl;;;cm;immer;Ja;Nein;;Geometrie & Maße (Dimensionen);20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
Glieder;Anzahl der Glieder?;Objekt;;;;Heizflächen – statisch;Gliederheizkörper;Zahl;;;Stück;immer;Ja;Nein;;Geometrie & Maße (Dimensionen);30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Laie;-;;Objekt
Bautiefe;Bautiefe/Lagen?;Objekt;;;;Heizflächen – statisch;Gliederheizkörper;Einzelauswahl;"einlagig;zweilagig;mehrlagig;weiß nicht";;-;immer;Nein;Nein;;Geometrie & Maße (Dimensionen);40;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Objekt
Bautyp;Bautyp (Anzahl Platten/Konvektorbleche)?;Objekt;;;;Heizflächen – statisch;Plattenheizkörper;Einzelauswahl;"Typ 10;Typ 11;Typ 21;Typ 22;Typ 33;weiß nicht";;-;immer;Nein;Nein;Steht oft seitlich am Heizkörper.;Heizung;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
Bauhoehe;Bauhöhe (cm)?;Objekt;;;;Heizflächen – statisch;Plattenheizkörper;Zahl;;;cm;immer;Ja;Nein;;Geometrie & Maße (Dimensionen);30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
Baulaenge;Baulänge (cm)?;Objekt;;;;Heizflächen – statisch;Plattenheizkörper;Zahl;;;cm;immer;Ja;Nein;;Geometrie & Maße (Dimensionen);40;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
Betriebsart;Betriebsart?;Objekt;;;;Heizflächen – statisch;Badheizkörper;Einzelauswahl;"wassergeführt;elektrisch;Mischbetrieb;weiß nicht";;-;immer;Ja;Nein;;Heizung;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
Bauhoehe;Bauhöhe (cm)?;Objekt;;;;Heizflächen – statisch;Badheizkörper;Zahl;;;cm;immer;Nein;Nein;;Geometrie & Maße (Dimensionen);30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
Baubreite;Baubreite (cm)?;Objekt;;;;Heizflächen – statisch;Badheizkörper;Zahl;;;cm;immer;Nein;Nein;;Geometrie & Maße (Dimensionen);40;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
Bauform;Bauform?;Objekt;;;;Heizflächen – statisch;Konvektor;Einzelauswahl;"Unterflurkonvektor;freistehend;Wandkonvektor;weiß nicht";;-;immer;Ja;Nein;;Heizung;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
Geblaese;Mit Gebläse (aktiv)?;Objekt;;;;Heizflächen – statisch;Konvektor;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Nein;Nein;;Heizung;30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
Laenge;Länge (cm)?;Objekt;;;;Heizflächen – statisch;Konvektor;Zahl;;;cm;immer;Nein;Nein;;Geometrie & Maße (Dimensionen);40;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
Hoehe;Höhe/Tiefe (cm)?;Objekt;;;;Heizflächen – statisch;Konvektor;Zahl;;;cm;immer;Nein;Nein;;Geometrie & Maße (Dimensionen);50;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
Bauart;Bauart?;Objekt;;;;Heizflächen – statisch;Wandheizkörper;Einzelauswahl;"Platten;Glieder;Röhren;weiß nicht";;-;immer;Ja;Nein;;Heizung;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
Bauhoehe;Bauhöhe (cm)?;Objekt;;;;Heizflächen – statisch;Wandheizkörper;Zahl;;;cm;immer;Ja;Nein;;Geometrie & Maße (Dimensionen);30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
Baulaenge;Baulänge (cm)?;Objekt;;;;Heizflächen – statisch;Wandheizkörper;Zahl;;;cm;immer;Ja;Nein;;Geometrie & Maße (Dimensionen);40;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
